Size,prompt_name,Function,Min,Average,Max,Minimum Average,Percentage
1000,prompt_1,p7_quicksort,7.5998250395059586e-06,0.0600364973437454,0.1497553000226616,0.0600364973437454,0.0
10000,prompt_1,p7_quicksort,0.0012805999722331,0.8951756395464244,2.6013629001099616,0.8453825781228583,5.890003261497275
100000,prompt_1,p7_quicksort,600.0,600.0,600.0,586.6390080329775,2.277549188524376
1000,prompt_2,p7_quicksort,0.0353708998300135,0.0630376762376177,0.1357952998951077,0.0600364973437454,4.998924032307767
10000,prompt_2,p7_quicksort,0.4228122001513839,0.8453825781228583,3.5919854999519885,0.8453825781228583,0.0
100000,prompt_2,p7_quicksort,5.320494699990377,586.6390080329775,600.0,586.6390080329775,0.0
1000,prompt_3,p7_quicksort,7.90017656981945e-06,0.0659194350762272,0.1876668999902904,0.0600364973437454,9.79893563543258
10000,prompt_3,p7_quicksort,0.0013035999145358,0.9357158447989572,2.0650728999171406,0.8453825781228583,10.685489506618488
100000,prompt_3,p7_quicksort,4.268862399971113,593.6629341765214,600.0,586.6390080329775,1.197316586071459
1000,prompt_4,p7_quicksort,7.5998250395059586e-06,0.0614454759483729,0.2042660000734031,0.0600364973437454,2.346870098967035
10000,prompt_4,p7_quicksort,0.0021863000001758,1.2993666063748484,2.17228790000081,0.8453825781228583,53.70160682280031
100000,prompt_4,p7_quicksort,600.0,600.0,600.0,586.6390080329775,2.277549188524376
1000,prompt_5,p7_quicksort,0.0435505998320877,0.0854596070660277,1.2622157000005243,0.0600364973437454,42.3460908732226
10000,prompt_5,p7_quicksort,0.5905663999728858,1.561547657337379,6.296226100064814,0.8453825781228583,84.71490869905783
100000,prompt_5,p7_quicksort,600.0,600.0,600.0,586.6390080329775,2.277549188524376
1000,prompt_6,p7_quicksort,7.899943739175797e-06,0.0646687298339742,0.3438178999349475,0.0600364973437454,7.715694111377715
10000,prompt_6,p7_quicksort,0.0020504998974502,9.202099763182954,600.0,0.8453825781228583,988.5130592134848
100000,prompt_6,p7_quicksort,0.0403678000438958,592.1058248136842,600.0,586.6390080329775,0.931887703655637
1000,prompt_7,p7_quicksort,6.5998174250125885e-06,0.0650032981707898,0.276841000188142,0.0600364973437454,8.27296902183758
10000,prompt_7,p7_quicksort,6.5998174250125885e-06,1.3204408683560012,3.69260590011254,0.8453825781228583,56.194473665165035
100000,prompt_7,p7_quicksort,6.600050255656242e-06,592.5925926780864,600.0,586.6390080329775,1.0148634106469465
