Size,prompt_name,Function,Min,Average,Max,Minimum Average,Percentage
1000,prompt_1,12,0.0024977999855764,0.0032990237038073,0.0080233999760821,0.0031867603694747,3.5228043943293286
10000,prompt_1,12,0.0281445999862626,0.0355463766837397,0.0556420999928377,0.0342307220717145,3.843490678545608
100000,prompt_1,12,0.2958101999829523,0.375795059285711,0.5625512999831699,0.362975591704171,3.5317712470286478
1000,prompt_2,12,0.0026360999909229,0.0032035118298488,0.0058443000307306,0.0031867603694747,0.5256579859144356
10000,prompt_2,12,0.0278271000133827,0.0343380120500921,0.0589042999781668,0.0342307220717145,0.3134318293164299
100000,prompt_2,12,0.2965410000178963,0.3645895580401819,0.6044872999773361,0.362975591704171,0.44464872374291986
1000,prompt_3,12,0.002588800038211,0.0032674819993729,0.0078922000247985,0.0031867603694747,2.5330310578547266
10000,prompt_3,12,0.0282680999953299,0.0347196792022823,0.0662526999949477,0.0342307220717145,1.4284160571997762
100000,prompt_3,12,0.3042729000444524,0.3677331188886784,0.6978979000123218,0.362975591704171,1.310701681667022
1000,prompt_4,12,0.0025154999457299,0.0032261721531822,0.0063363999943248,0.0031867603694747,1.2367350894976945
10000,prompt_4,12,0.0280308999936096,0.0342307220717145,0.0526169999502599,0.0342307220717145,0.0
100000,prompt_4,12,0.294424399966374,0.362975591704171,0.5647580999648198,0.362975591704171,0.0
1000,prompt_5,12,1.0300020221620798e-05,0.0032689186056129,0.0117652000044472,0.0031867603694747,2.5781115180537757
10000,prompt_5,12,1.0300020221620798e-05,0.0347509439699316,0.0822897999896667,0.0342307220717145,1.519751459309614
100000,prompt_5,12,1.0399962775409222e-05,0.3764157757678215,1.25171430001501,0.362975591704171,3.7027790217377454
1000,prompt_6,12,0.0026968999882228,0.0031867603694747,0.0086743000429123,0.0031867603694747,0.0
10000,prompt_6,12,0.03014530002838,0.0342671861305244,0.0530424999888055,0.0342307220717145,0.10652436350453817
100000,prompt_6,12,0.326683499966748,0.3657714342381432,0.5562842999934219,0.362975591704171,0.7702563472231583
1000,prompt_7,12,0.000148800027091,0.0032941446042422,0.0066713000414893,0.0031867603694747,3.369699077348607
10000,prompt_7,12,7.110001752153039e-05,0.0352104958027241,0.0621767000411637,0.0342307220717145,2.862264281065815
100000,prompt_7,12,7.950002327561378e-05,0.3761809418438255,0.6518878999631852,0.362975591704171,3.6380821304417124
