problem,prompt_name,code_index,code_segment,Size,Min,Average,Max,Exception
p13_revere_linkedlist,prompt_1,1,"['class Node:\n\n    def __init__(self, val=0, next=None):\n        self.val = val\n        self.next = next\n\ndef funcImp(head: Node) -> Node:\n    prev = None\n    while head:\n        temp = head\n        head = head.next\n        temp.next = prev\n        prev = temp\n    return prev']",1000,9.000010322779417e-06,1.0172997135668994e-05,5.670002428814769e-05,N/A
p13_revere_linkedlist,prompt_1,1,"['class Node:\n\n    def __init__(self, val=0, next=None):\n        self.val = val\n        self.next = next\n\ndef funcImp(head: Node) -> Node:\n    prev = None\n    while head:\n        temp = head\n        head = head.next\n        temp.next = prev\n        prev = temp\n    return prev']",10000,9.09995287656784e-06,1.4191998052410782e-05,0.00045389996375888586,N/A
p13_revere_linkedlist,prompt_1,1,"['class Node:\n\n    def __init__(self, val=0, next=None):\n        self.val = val\n        self.next = next\n\ndef funcImp(head: Node) -> Node:\n    prev = None\n    while head:\n        temp = head\n        head = head.next\n        temp.next = prev\n        prev = temp\n    return prev']",100000,9.100011084228754e-06,6.335300044156611e-05,0.005375500011723489,N/A
p13_revere_linkedlist,prompt_1,2,"['class Node:\n\n    def __init__(self, val=0, next=None):\n        self.val = val\n        self.next = next\n\ndef funcImp(head):\n    prev = None\n    curr = head\n    while curr:\n        nxt = curr.next\n        curr.next = prev\n        prev = curr\n        curr = nxt\n    return prev']",1000,9.599956683814526e-06,1.085500232875347e-05,5.6500022765249014e-05,N/A
p13_revere_linkedlist,prompt_1,2,"['class Node:\n\n    def __init__(self, val=0, next=None):\n        self.val = val\n        self.next = next\n\ndef funcImp(head):\n    prev = None\n    curr = head\n    while curr:\n        nxt = curr.next\n        curr.next = prev\n        prev = curr\n        curr = nxt\n    return prev']",10000,9.599956683814526e-06,1.4638999127782881e-05,0.00043590000132098794,N/A
p13_revere_linkedlist,prompt_1,2,"['class Node:\n\n    def __init__(self, val=0, next=None):\n        self.val = val\n        self.next = next\n\ndef funcImp(head):\n    prev = None\n    curr = head\n    while curr:\n        nxt = curr.next\n        curr.next = prev\n        prev = curr\n        curr = nxt\n    return prev']",100000,9.600014891475439e-06,6.653199961874634e-05,0.005614000023342669,N/A
p13_revere_linkedlist,prompt_1,3,"['class Node:\n\n    def __init__(self, val=0, next=None):\n        self.val = val\n        self.next = next\n\ndef funcImp(head: Node) -> Node:\n    prev = None\n    curr = head\n    while curr:\n        next_node = curr.next\n        curr.next = prev\n        prev = curr\n        curr = next_node\n    return prev']",1000,9.499955922365189e-06,1.0621998808346688e-05,5.7500030379742384e-05,N/A
p13_revere_linkedlist,prompt_1,3,"['class Node:\n\n    def __init__(self, val=0, next=None):\n        self.val = val\n        self.next = next\n\ndef funcImp(head: Node) -> Node:\n    prev = None\n    curr = head\n    while curr:\n        next_node = curr.next\n        curr.next = prev\n        prev = curr\n        curr = next_node\n    return prev']",10000,9.499955922365189e-06,1.4707999071106315e-05,0.0004648000467568636,N/A
p13_revere_linkedlist,prompt_1,3,"['class Node:\n\n    def __init__(self, val=0, next=None):\n        self.val = val\n        self.next = next\n\ndef funcImp(head: Node) -> Node:\n    prev = None\n    curr = head\n    while curr:\n        next_node = curr.next\n        curr.next = prev\n        prev = curr\n        curr = next_node\n    return prev']",100000,9.000010322779417e-06,6.109000067226589e-05,0.005141499976161867,N/A
p13_revere_linkedlist,prompt_1,4,"['class Node:\n\n    def __init__(self, val=0, next=None):\n        self.val = val\n        self.next = next\n\ndef funcImp(head):\n    prev_node = None\n    current_node = head\n    while current_node is not None:\n        next_node = current_node.next\n        current_node.next = prev_node\n        prev_node = current_node\n        current_node = next_node\n    head = prev_node\n    return head']",1000,9.500014130026102e-06,1.1142998700961471e-05,5.659996531903744e-05,N/A
